No.,Title,Artist,Year,duration_sec,genre,url,lyrics
1,Heartbreak Hotel,Elvis Presley,1956,127.96,rockabilly,https://www.songlyrics.com/elvis-presley/heartbreak-hotel-lyrics/,"Well, since my baby left me
I found a new place to dwell
It's down at the end of lonely street
At Heartbreak Hotel
I've been so lonely baby
Well, I'm so lonely
Well, I'm so lonely I could die
Oh, although it's always crowded
You still can find some room
For broken hearted lovers
To cry away their gloom
They've been so lonely
Well, they're so lonely
Well, they're so lonely they could die
Well, the Bell hop's tears keep flowin'
And the desk clerk's dressed in black
Well, they been so long on lonely street
They never ever look back
And it's so lonely, baby
And it's so lonely
Well, they're so lonely they could die
Well, if your baby leaves you
And you got a tale to tell
Just take a walk down lonely street
To Heartbreak Hotel
You'll be so lonely
You're gonna be lonely
You'll be so lonely you could die"
2,Don't Be Cruel,Elvis Presley,1956,122.866,rockabilly,https://www.songlyrics.com/elvis-presley/dont-be-cruel-lyrics/,"You know I can be found
Sitting home all alone
If you can't come around
At least please telephone.
Don't be cruel to a heart that's true.
Baby, if I made you mad
For something I might have said
Please, lets forget the past
The future looks bright ahead
Don't be cruel to a heart that's true.
I don't want no other love
Baby it's just you I'm thinking of
Don't stop thinking of me
Don't make me feel this way
Come on over here and love me
You know what I want you to say.
Don't be cruel to a heart that's true.
Why should we be apart?
I really love you baby, cross my heart.
Lets walk up to the preacher
And let us say I do
Then you'll know you'll have me
And I'll know that I'll have you
Don't be cruel to a heart that's true.
I don't want no other love
Baby it's just you I'm thinking of.
Don't be cruel to a heart that's true.
Don't be cruel to a heart that's true.
I don't want no other love
Baby it's just you I'm thinking of"
3,Lisbon Antigua,Nelson Riddle,1956,157.24,exotica,https://www.songlyrics.com/nelson-riddle/lisbon-antigua-lyrics/,"I gave my heart to you in old Lisbon that night,
Under the spell of your charms,
I felt your arms hold me so tight;
`Twas heaven to find such bliss in each kiss;
I lost my heart but I found one so true,
In old Lisbon with you.
It happened one night in Portugal
Lisbon was gay in the moonlight,
The stars were shining above 
When I found you, my love;
What is this strangeness, this splendor,
All this myst'ry that makes me surrender?
Lisboa antigua reposa
llena de encanto y belleza
que fuiste hermosa al sonreir
y al vestir tan airosa!
El velo de la nostalgia
cubrirà tu rostro
de linda princesa.
No volveràs
Lisboa antigua y senorial
a ser morada feudal
a tu esplendor real.
Las fiestas y los lùcidos saraos
y serenatas al amanecer
ya nunca volveràn"
1,All Shook Up,Elvis Presley,1957,118.066,rockabilly,https://www.songlyrics.com/elvis-presley/all-shook-up-lyrics/,"A well I bless my soul what's wrong with me?
I'm itching like a man on a fuzzy tree
My friends say I'm actin' wild as a bug
I'm in love, I'm all shook up, yeah, yeah, yeah
A well my hands are shaky and my knees are weak
I can't seem to stand on my own two feet
Who do you thank when you have such luck?
I'm in love, I'm all shook up yeah, yeah, yeah
Well, please don't ask me what's on my mind
I'm a little mixed up, but I'm feelin' fine
When I'm near that girl that I love best
My heart beats so it scares me to death
She touched my hand what a chill I got
Her lips are like a volcano that's hot
I'm proud to say that she's my buttercup
I'm in love, I'm all shook up, yeah, yeah, yeah
My tongue gets tied when I try to speak
My insides shake like a leaf on a tree
There's only one cure for this body of mine
That's to have the girl that I love so fine
She touched my hand what a chill I got
Her lips are like a volcano that's hot
I'm proud to say  that she's my buttercup
I'm in love, I'm all shook up, yeah, yeah, yeah
Yeah yeah I'm all shook up!"
2,Love Letters in the Sand,Pat Boone,1957,135.64,adult standards,https://www.songlyrics.com/pat-boone/love-letters-in-the-sand-lyrics/,"On a day like today
We passed the time away
Writing love letters in the sand
How you laughed when I cried
Each time I saw the tide
Take our love letters from the sand
You made a vow that you would ever be true
But somehow that vow meant nothing to you
Now my broken heart aches
With every wave that breaks
Over love letters in the sand
(whistle)
Now my broken heart aches
With every wave that breaks
Over love letters in the sand"
3,Little Darlin',The Diamonds,1957,129.333,doo-wop,https://www.songlyrics.com/the-diamonds/little-darlin-lyrics/,"Yaaaaaaaaaaaaaaaaaaaa
Ya-ya-ya, yaaaaaaaaaaa
Ya-ya-ya, yaaaaaaaaaaa
Ya-ya-yaaaaaaaaaaa-aaaah
Oh, little darlin'
Oh, little darlin
Oh-oh-oh where ar-are you
My love-a
I was wrong-a
To-oo try
To lo-ove two
A-hoopa, a-hoopa, hoopa
Kno-ow well-a
That my love-a
Wa-as just fo-or you
Ooooonly yoooooooooooou
(Hablado)
My darlin'
I NEED you
To call my own
And NEVER do wrong
To hold in mine
Your little hand
I'll know too soon
That ALL is so grand
PLEASE, hold my hand
My dear-a
I-I was wrong-a
To-oo try
To lo-ove two
A-hoopa, a-hoopa, hoopa
Know well-a
That my love-a
Wa-as just for you
Ooooonly yoooooooooooou"
1,Volare (Nel blu dipinto di blu),Domenico Modugno,1958,216.373,italian singer-songwriter,https://www.songlyrics.com/domenico-modugno/volare-nel-blu-dipinto-di-blu-lyrics/,"Domenico Modugno
Miscellaneous
Nel Blu Dipinto Di Blu (volare)
Nel Blu Dipinto Di Blu (Volare)
Domenico Modugno
- English words by Mitchell Parish
- Italian words by Domenico Modugno and F. Migliacci
- music by Domenico Modugno
Peaked #1 for August 4,1958
#7 for 1958
#64 for 1955-1959
#246 for the Top5000 of the Rock Era (55-94)
Dean Martin Peaked #12 on September 8,1958
#4948 for the Top5000 of the Rock Era (55-94)
The McGuire Sisters Peaked #80 on September 1, 1958
Bobby Rydell Peked #4 on September 5,1960
#60 for 1960
#2341 for the Top5000 of the Rock Era (55-94)
Al Martino Peaked #33 on December 20,1975
In English
Sometimes the world is a valley of heartaches and tears,
And in the hustle and bustle, no sunshine appears,
But you and I have our love always there to remind us
There is a way we can leave all the shadows behind us.
Volare, oh, oh!
Cantare, oh, oh, oh, oh!
Let's fly way up in the clouds
Away from the maddening crowds
We can sing in the glow of a star that I know of
Where lovers enjoy peace of mind
Let us leave the confusion and all disillusion behind
Just like birds of a feather, a rainbow together we'll find
Volare, oh, oh!
Cantare, oh, oh, oh, oh!
No wonder my happy heart sings
Your love has given me wings
Your love has given me wings
Your love has given me wings
In Italian
Penso che un sogno cos?non ritorni mai pi? oh, oh, oh!
Nel blu, dipinto di blu
Felice di stare lass?"
2,"All I Have to Do Is Dream"" / ""Claudette",The Everly Brothers,1958,143.333,doo-wop,https://www.songlyrics.com/the-everly-brothers/all-i-have-to-do-is-dream-lyrics/,We do not have the lyrics for All I Have to Do Is Dream yet.
3,"Don't"" / ""I Beg of You",Elvis Presley,1958,130.964,comedy,https://www.songlyrics.com/elvis-presley/dont-lyrics/,"Don't, don't, that's what you say
Each time that I hold you this way
When I feel like this and I want to kiss you
Baby, don't say don't
Don't, don't, leave my embrace
For here in my arms is your place
When the night grows cold and I want to hold you
Baby, don't say don't
If you think that this is just a game
I'm playing
If you think that I don't mean
Ev'ry word I'm saying
Don't, don't
Don't feel that way
I'm your love and yours
I will stay
This you can believe
I will never leave you
Heaven knows I won't
Baby, don't say don't
Don't"
1,The Battle of New Orleans,Johnny Horton,1959,151.626,rockabilly,https://www.songlyrics.com/johnny-horton/the-battle-of-new-orleans-lyrics/,"The Battle of New Orleans
(arr. J. Driftwood)
Johnny Horton
Pop Chart # 1 Apr. 27, 1959
Columbia Legacy Records CK 69971
Transcriber: [email protected]
(banjo intro)
In 1814 we took a little trip
Along with Colonel Jackson down the mighty Mississip
We took a little bacon and we took a little beans
And we caught the bloody British in a town in New Orleans
We fired our guns and the British kept a-comin'
There wasn't nigh as many as there was a while ago
We fired once more and they begin to runnin'
On down the Mississippi to the Gulf of Mexico
(One-two-three, with a-one-two-three)
We looked down a river
(Hut-two)
And we see'd the British come
(Three-four)
And there must have been a hundred of'em
(Hut-two)
Beatin' on the drums
(Three-four)
They stepped so high
(Hut-two)
And they made their bugles ring
(Three-four)
We stood by our cotton bales
(Hut-two)
And didn't say a thing
(Two-three-four)
We fired our guns and the British kept a-comin'
There wasn't nigh as many as there was a while ago
We fired once more and they begin to runnin'
On down the Mississippi to the Gulf of Mexico
Old Hickory said we could take 'em by surprise
(One-hut, two-three-four)
If we didn't fire our muskets
(One-hut, two-three-four)
'Till we looked 'em in the eye
(One-hut, two-three-four)
We held our fire
(Hut, two-three-four)
'Till we see'd their faces well
Then we opened up our squirrel guns
And really gave 'em - well we
Fired our guns and the British kept a-comin'
There wasn't nigh as many as there was a while ago
We fired once more and they begin to runnin'
On down the Mississippi to the Gulf of Mexico
Yeah, they ran through the briars
(One-hup-two)
And they ran through the brambles
(Hup-two-three-four)
And they ran through the bushes
(Hup-two)
Where the rabbit couldn't go
(Hup-two-three-four)
They ran so fast
(Hup-two)
That the hounds couldn't catch 'em
(One-two-three-four)
On down the Mississippi to the Gulf of Mexico
(One-two, hup-two-three-four)
We fired our cannon 'til the barrel melted down
So we grabbed an alligator and we fought another round
We filled his head with cannon balls, and powdered his behind
And when we touched the powder off the gator lost his mind
We fired our guns and the British kept a-comin'
There wasn't nigh as many as there was a while ago
We fired once more and they begin to runnin'
On down the Mississippi to the Gulf of Mexico
Yeah, they ran through the briars
(Hup-one-two)
And they ran through the brambles
(One-two-three-four)
And they ran through the bushes
(Hup-two)
Where the rabbit couldn't go
(Hup-two-three-four)
They ran so fast
(Hup-two)
That the hounds couldn't catch 'em
(One-two-three-four)
On down the Mississippi to the Gulf of Mexico
(One-two, hup-two-three-four)
Hut-two-three-four
Sound off, three-four
Hut-two-three-four
Sound off, three-four
Hut-two-three-four
Hut-two-three-four.
~"
2,Mack the Knife,Bobby Darin,1959,184.333,big band,https://www.songlyrics.com/bobby-darin/mack-the-knife-lyrics/,"Oh, the shark, babe, has such teeth, dear
And it shows them pearly white
Just a jackknife has old Mac Heath, babe
And he keeps it out of sight
Ya know when that shark bites with his teeth, babe
Scarlet billows start to spread
Fancy gloves oh, wears old Mac Heath, babe
So there's never, never a trace of red
Now on the sidewalk, sunny morning
Lies a body just oozin' life, eek
And someone's sneakin' 'round the corner
Could that someone be Mack the Knife?
There's a tugboat down by the river don'tcha know
Where a cement bag's just drooppin' on down
Oh, that cement is just, it's there for the weight, dear
Five'll get ya ten old Macky's back in town
Now did ya hear 'bout Louie Miller? He disappeared, babe
After drawin' out all his hard-earned cash
And now Mac Heath spends just like a sailor
Could it be our boy's done somethin' rash?
Now Jenny Diver, ho ho, yeah, Sukey Tawdry
Miss Lotte Lenya and old Lucy Brown
Oh, the line forms on the right, babe
Now that Macky's back in town
I said, ""Jenny Diver, Sukey Tawdry
Look out to Miss Lotte Lenya and old Lucy Brown""
Yes, that line forms on the right, babe
Now that Macky's back in town
Look out, old Macky's back"
3,Personality,Lloyd Price,1959,155.213,doo-wop,https://www.songlyrics.com/lloyd-price/personality-lyrics/,"Over and over
I tried to prove my love to you
Over and over
What more can I do
Over and over
My friends say I'm a fool
But over and over
I'll be a fool for you
'Cause you got personality
Walk, with personality
Talk, with personality
Smile, with personality
Charm, with personality
Love, with personality
And of 'cause you've got
A great big heart
So over and over
Oh, I'll be a fool to you
Now over and over
What more can I do?
'Cause you got personality
Walk, with personality
Talk, with personality
Smile, with personality
Charm, with personality
Love, with personality
And of 'cause you've got
A great big heart
So over and over
Oh, I'll be a fool to you
Now over and over
What more can I do?
Over and over
I said that I love you
Over and over, honey
Now it's the truth
Over and over
They still say I'm a fool
But over and over
I'll be a fool for you
'Cause you got personality
Walk, with personality
Talk, with personality
Smile, with personality
Charm, with personality
Love, with personality
And of 'cause you've got
A great big heart
So over and over
Oh, I'll be a fool to you
Now over and over
What more can I do?"
1,Theme from A Summer Place,Percy Faith,1960,142.693,orchestra,https://www.songlyrics.com/percy-faith/theme-from-a-summer-place-lyrics/,"There's a summer place
Where it may rain or storm
Yet I'm safe and warm
For within that summer place
Your arms reach out to me
And my heart is free from all care for it knows
There are no gloomy skies
When seen through the eyes
Of those who are blessed with love
And the sweet secret of
A summer place
Is that it's anywhere
When two people share
All their hopes, all their dreams
All their love
There's a summer place
Where it may rain or storm
Yet I'm safe and warm
In your arms, in your arms
In your arms, in your arms
In your arms, in your arms"
2,He'll Have to Go,Jim Reeves,1960,138.64,christian country,https://www.songlyrics.com/jim-reeves/hell-have-to-go-lyrics/,"Put your sweet lips a little closer to the phone
...
Lets pretend we're together all alone
...
I'll tell the man to turn the jukebox way down low
...
And you can tell your friend there with you he'll have to go
...
Whisper to me tell me do you love me true
...
Or is he holding you the way I do
...
Though love is blind make up your mind I've got to know
...
Should I hang up or will you tell him he'll have to go
...
You cant say the words I want to hear
...
While you're with another man
Do you you want me answer yes or no
Darling I will understand
...
Put your sweet lips a little closer to the phone
...
Lets pretend that we're together all alone
...
I'll tell the man to turn the jukebox way down low
...
And you can tell your friend there with you
...
He'll have to go
..."
3,Cathy's Clown,The Everly Brothers,1960,144.013,doo-wop,https://www.songlyrics.com/the-everly-brothers/cathys-clown-lyrics/,"Don't want your love anymore
Don't want your kisses, that's for sure
I die each time
I hear this sound:
""Here he comes. That's Cathy's clown.""
I've gotta stand tall
You know a man can't crawl
But when he knows you're tellin' lies
And he hears them passing' by
He's not a man at all
Don't want your love anymore
Don't want your kisses, that's for sure
I die each time
I hear this sound:
""Here he comes. That's Cathy's clown.""
When you see me shed a tear
And you know that it's sincere
Don't you think it's kind of sad
That you're treating me so bad
Or don't you even care?
Don't want your love anymore
Don't want your kisses, that's for sure
I die each time
I hear this sound:
""Here he comes.
That's Cathy's clown
That's Cathy's clown
That's Cathy's clown."""
1,Tossin' and Turnin',Bobby Lewis,1961,159.64,doo-wop,https://www.songlyrics.com/bobby-lewis/tossin-and-turnin-lyrics/,"I couldn't sleep at all last night
Just thinkin' of you
Aw baby things weren't right
Well I was tossin' and turnin'
Turnin' and tossin'
Tossin' and turnin' all night
I kicked the blankets on the floor
Turned my pillow upside down
I never never did before
'Cause I was tossin' and turnin'
Turnin' and tossin'
Tossin' and turnin' all night
Jumped outta bed
Turned on the light
I pulled down the shade, went to the kitchen for a bite
Rolled up the shade
Turned out the light
I jumped back into bed it was the middle of the night
The clock downstairs was strikin' four
Couldn't get you of my mind
I heard the milkman at the door
'Cause I was tossin' and turnin'
Turnin' and tossin'
Tossin' and turnin' all night
Jumped outta bed
Turned on the light
I pulled down the shade, went to the kitchen for a bite
Rolled up the shade
Turned off the light
I jumped back into bed it was the middle of the night
The clock downstairs was strikin' four
Couldn't get you of my mind
I heard the milkman at the door
'Cause I was tossin' and turnin'
Turnin' and tossin'
Tossin' and turnin' all night
Hey hey hey she had me
Tossin' and turnin'
Turnin' and Tossin'
A tossin' and turnin' all night
Tossin' and turnin'
Turnin' and tossin'
Tossin' and turnin' all night
Baby baby baby got me
Tossin' and turnin'
Turnin' and tossin'
Tossin' and turnin' all night"
2,I Fall to Pieces,Patsy Cline,1961,171.333,NA,https://www.songlyrics.com/patsy-cline/i-fall-to-pieces-lyrics/,"I fall to pieces
Each time I see you again
I fall to pieces
How can I be just your friend
You want me to act like we've never kissed
You want me to forget, pretend we've never met
And I've tried and I've tried but I haven't yet
You walk by, and I fall to pieces
I fall to pieces
Each time someone speaks your name
I fall to pieces
Time only adds to the flame
You tell me to find someone else to love
Someone who'll love me, too, the way you used to do
But each time I go out with someone new
You walk by and I fall to pieces
You walk by and I fall to pieces"
3,Michael,The Highwaymen,1961,165.559,NA,https://www.songlyrics.com/the-highwaymen/michael-lyrics/,"Michael row the boat ashore, Hallelujah
Michael row the boat ashore, Hallelujah
Sister help to trim the sail, Hallelujah
Sister help to trim the sail, Hallelujah
The river is deep and the river is wide, Hallelujah
Green pastures on the other side, Hallelujah
Michael row the boat ashore, Hallelujah
Michael row the boat ashore, Hallelujah
Sister help to trim the sail, Hallelujah
Sister help to trim the sail, Hallelujah
Jordan's river is chilly and cold, Hallelujah
Chills the body but not the soul, Hallelujah
Michael row the boat ashore, Hallelujah
Michael row the boat ashore, Hallelujah
Sister help to trim the sail, Hallelujah
Sister help to trim the sail, Hallelujah
The river is deep and the river is wide, Hallelujah
Milk and honey on the other side, Hallelujah
Michael row the boat ashore, Hallelujah
Michael row the boat ashore, Hallelujah
Sister help to trim the sail, Hallelujah
Sister help to trim the sail, Hallelujah"
1,Stranger on the Shore,Acker Bilk,1962,198.333,NA,https://www.songlyrics.com/acker-bilk/stranger-on-the-shore-lyrics/,[Instrumental]
2,I Can't Stop Loving You,Ray Charles,1962,255.04,jazz blues,https://www.songlyrics.com/ray-charles/i-cant-stop-loving-you-lyrics/,"I've made up my mind
To live in memories of the lonesome times
(I can't stop wanting you)
It's useless to say
So I'll just live my life of dreams of yesterday
(Dreams of yesterday)
Those happy hours that we once knew
Tho' long ago, they still make me blue
They say that time heals a broken heart
But time has stood still since we've been apart
(I can't stop loving you)
I've made up my mind
To live in memories of the lonesome times
(I can't stop wanting you)
It's useless to say
So I'll just live my life of dreams of yesterday
(Those happy hours)
Those happy hours
(That we once knew)
That we once knew
(Tho' long ago)
Tho' long ago
(Still make me blue)
Still make me blue
(They say that time)
They say that time
(Heals a broken heart)
Heals a broken heart
(But time has stood still)
Time has stood still
(Since we've been apart)
Since we've been apart
(I can't stop loving you)
I said I made up my mind
To live in memories of the lonesome times
Sing the song, children
(I can't stop wanting you)
It's useless to say
So I'll just live my life of dreams of yesterday
(Of yesterday)"
3,Mashed Potato Time,Dee Dee Sharp,1962,150.866,philly soul,https://www.songlyrics.com/dee-dee-sharp/mashed-potato-time-lyrics/,"It's the latest, it's the greatest,
Mashed Potato, yeah, yeah, yeah, yeah,
A Mashed Potato started long time ago
With a guy named Sloppy Joe,
You'll find this dance is so cool to do,
Come on baby, gonna teach it to you.
Mashed Potato, peel it to me now,
Mashed Potato, come on and twist your feet now baby,
It's the latest, come on honey,
It's the greatest, come on baby,
Mashed Potato, yeah, yeah, yeah
And then this dance just through and through,
They look for records they can do it to,
They got a dance was outta sight,
Doin' the lion sleeps tonight.
Mashed Potato, yeah a weem o wep a weem o wep,
Mashed Potato, yeah, yeah, yeah, yeah,
It's the latest, aw baby,
It's the greatest, come on honey,
Yeah, yeah, yeah, yeah,
Now everybody is doin' fine,
They dance alone or in a big boss line,
And they discovered it's the most, man,
The day they did it to Please Mr. Postman.
Mashed Potato, wait a minute, wait a minute,
Mashed Potato, deliver de letter,
It's the latest, come on baby,
It's the greatest, oh honey,
Yeah, yeah, yeah, yeah
Well they got with more and more,
Ya ought to see 'em around the floor,
The Mashed Potato, the long long list,
They even do it to Dear Lady Twist.
Mashed Potato, get up from your chair now,
Mashed Potato, yeah, yeah, yeah, yeah
It's the latest, come on baby,
It's the greatest, oh honey,
Mashed Potato, yeah, yeah, yeah, yeah."
